City,Year,Month,Day,Hour,Minute,Temperature,Relative humidity
Medellin,2017,9,3,16,0,24.72,59
Medellin,2017,9,3,17,0,23.63,63
Medellin,2017,9,3,18,0,21.49,73
Medellin,2017,9,3,19,0,19.49,86
Medellin,2017,9,3,20,0,19.1,94
Medellin,2017,9,3,21,0,18.95,95
Medellin,2017,9,3,22,0,18.25,95
Medellin,2017,9,3,23,0,17.68,95
Medellin,2017,9,4,0,0,17.12,95
Medellin,2017,9,4,1,0,16.61,95
Medellin,2017,9,4,2,0,15.98,96
Medellin,2017,9,4,3,0,15.54,96
Medellin,2017,9,4,4,0,15.2,96
Medellin,2017,9,4,5,0,14.94,96
Medellin,2017,9,4,6,0,14.72,96
Medellin,2017,9,4,7,0,16.25,95
Medellin,2017,9,4,8,0,19.23,85
Medellin,2017,9,4,9,0,22.15,75
Medellin,2017,9,4,10,0,24.36,64
Medellin,2017,9,4,11,0,25.92,57
Medellin,2017,9,4,12,0,26.89,52
Medellin,2017,9,4,13,0,27.38,49
Medellin,2017,9,4,14,0,26.3,50
Medellin,2017,9,4,15,0,26.1,50
Medellin,2017,9,4,16,0,26.08,52
Medellin,2017,9,4,17,0,24.53,57
Medellin,2017,9,4,18,0,21.75,70
Medellin,2017,9,4,19,0,20.18,82
Medellin,2017,9,4,20,0,19.89,89
Medellin,2017,9,4,21,0,19.82,90
Medellin,2017,9,4,22,0,19.39,91
Medellin,2017,9,4,23,0,18.91,91
Medellin,2017,9,5,0,0,18.16,92
Medellin,2017,9,5,1,0,17.74,93
Medellin,2017,9,5,2,0,17.37,93
Medellin,2017,9,5,3,0,17.04,93
Medellin,2017,9,5,4,0,16.63,93
Medellin,2017,9,5,5,0,16.17,94
Medellin,2017,9,5,6,0,15.56,96
Medellin,2017,9,5,7,0,17.75,86
Medellin,2017,9,5,8,0,21,73
Medellin,2017,9,5,9,0,23.2,64
Medellin,2017,9,5,10,0,24.74,59
Medellin,2017,9,5,11,0,24.22,59
Medellin,2017,9,5,12,0,24.31,58
Medellin,2017,9,5,13,0,26.32,54
Medellin,2017,9,5,14,0,25.11,56
Medellin,2017,9,5,15,0,24.41,60
Medellin,2017,9,5,16,0,23.36,66
Medellin,2017,9,5,17,0,22.21,72
Medellin,2017,9,5,18,0,21.1,77
Medellin,2017,9,5,19,0,19.43,86
Medellin,2017,9,5,20,0,18.92,90
Medellin,2017,9,5,21,0,18.14,91
Medellin,2017,9,5,22,0,17.55,95
Medellin,2017,9,5,23,0,17.53,95
Medellin,2017,9,6,0,0,17.33,96
Medellin,2017,9,6,1,0,16.85,96
Medellin,2017,9,6,2,0,16.3,96
Medellin,2017,9,6,3,0,15.82,96
Medellin,2017,9,6,4,0,15.36,96
Medellin,2017,9,6,5,0,15,96
Medellin,2017,9,6,6,0,14.76,96
Medellin,2017,9,6,7,0,15.48,94
Medellin,2017,9,6,8,0,18.45,84
Medellin,2017,9,6,9,0,21.91,72
Medellin,2017,9,6,10,0,24.39,62
Medellin,2017,9,6,11,0,25.88,56
Medellin,2017,9,6,12,0,26.86,53
Medellin,2017,9,6,13,0,27.35,51
Medellin,2017,9,6,14,0,26.19,54
Medellin,2017,9,6,15,0,25.5,56
Medellin,2017,9,6,16,0,24.93,57
Medellin,2017,9,6,17,0,23.89,63
Medellin,2017,9,6,18,0,21.28,75
Medellin,2017,9,6,19,0,19.98,85
Pasto,2017,8,30,0,0,11.1,79
Pasto,2017,8,30,1,0,10.26,76
Pasto,2017,8,30,2,0,9.43,79
Pasto,2017,8,30,3,0,9.45,87
Pasto,2017,8,30,4,0,10.2,86
Pasto,2017,8,30,5,0,10.01,84
Pasto,2017,8,30,6,0,10.2,81
Pasto,2017,8,30,7,0,13.25,75
Pasto,2017,8,30,8,0,14.91,67
Pasto,2017,8,30,9,0,16.27,61
Pasto,2017,8,30,10,0,17.65,56
Pasto,2017,8,30,11,0,18.11,55
Pasto,2017,8,30,12,0,18.43,54
Pasto,2017,8,30,13,0,18.81,52
Pasto,2017,8,30,14,0,19.02,52
Pasto,2017,8,30,15,0,18.96,53
Pasto,2017,8,30,16,0,18.05,58
Pasto,2017,8,30,17,0,16.13,67
Pasto,2017,8,30,18,0,14.83,70
Pasto,2017,8,30,19,0,13.12,71
Pasto,2017,8,30,20,0,12.34,73
Pasto,2017,8,30,21,0,12.37,78
Pasto,2017,8,30,22,0,13.59,82
Pasto,2017,8,30,23,0,13.47,86
Pasto,2017,8,31,0,0,12.86,95
Pasto,2017,8,31,1,0,12.18,96
Pasto,2017,8,31,2,0,12.16,96
Pasto,2017,8,31,3,0,12.1,96
Pasto,2017,8,31,4,0,12.04,96
Pasto,2017,8,31,5,0,12,96
Pasto,2017,8,31,6,0,11.58,96
Pasto,2017,8,31,7,0,11.91,79
Pasto,2017,8,31,8,0,13.67,71
Pasto,2017,8,31,9,0,14.41,71
Pasto,2017,8,31,10,0,15.48,68
Pasto,2017,8,31,11,0,15.77,67
Pasto,2017,8,31,12,0,15.75,68
Pasto,2017,8,31,13,0,16.78,64
Pasto,2017,8,31,14,0,16.47,62
Pasto,2017,8,31,15,0,16.21,61
Pasto,2017,8,31,16,0,16.05,58
Pasto,2017,8,31,17,0,14.64,64
Pasto,2017,8,31,18,0,12.31,77
Pasto,2017,8,31,19,0,10.84,87
Pasto,2017,8,31,20,0,11.31,83
Pasto,2017,8,31,21,0,11.49,81
Pasto,2017,8,31,22,0,11.91,79
Pasto,2017,8,31,23,0,11.15,83
Pasto,2017,9,1,0,0,11.1,86
Pasto,2017,9,1,1,0,10.81,88
Pasto,2017,9,1,2,0,11.23,86
Pasto,2017,9,1,3,0,10.84,88
Pasto,2017,9,1,4,0,11.39,86
Pasto,2017,9,1,5,0,10.84,87
Pasto,2017,9,1,6,0,11.29,84
Pasto,2017,9,1,7,0,10.91,71
Pasto,2017,9,1,8,0,14.99,58
Pasto,2017,9,1,9,0,16.8,50
Pasto,2017,9,1,10,0,17.9,49
Pasto,2017,9,1,11,0,18.3,50
Pasto,2017,9,1,12,0,18.28,50
Pasto,2017,9,1,13,0,18.22,50
Pasto,2017,9,1,14,0,17.68,54
Pasto,2017,9,1,15,0,16.87,57
Pasto,2017,9,1,16,0,16.01,59
Pasto,2017,9,1,17,0,14.89,62
Pasto,2017,9,1,18,0,12.84,71
Pasto,2017,9,1,19,0,11.1,78
Pasto,2017,9,1,20,0,10.59,81
Pasto,2017,9,1,21,0,11.06,79
Pasto,2017,9,1,22,0,11.05,74
Pasto,2017,9,1,23,0,11.31,74
Pasto,2017,9,2,0,0,11.54,79
Pasto,2017,9,2,1,0,11.26,83
Pasto,2017,9,2,2,0,11.54,82
Pasto,2017,9,2,3,0,11.15,84
Pasto,2017,9,2,4,0,10.92,84
Pasto,2017,9,2,5,0,10.42,83
Pasto,2017,9,2,6,0,10.43,82
Pasto,2017,9,2,7,0,12.4,74
Pasto,2017,9,2,8,0,14.21,67
Pasto,2017,9,2,9,0,16.48,60
Pasto,2017,9,2,10,0,17.6,57
Pasto,2017,9,2,11,0,18.56,54
Pasto,2017,9,2,12,0,19.57,51
Pasto,2017,9,2,13,0,19.64,50
Pasto,2017,9,2,14,0,19.11,53
Pasto,2017,9,2,15,0,18.31,56
Pasto,2017,9,2,16,0,17.24,60
Pasto,2017,9,2,17,0,16.64,63
Pasto,2017,9,2,18,0,14.68,71
Pasto,2017,9,2,19,0,12.3,80
Pasto,2017,9,2,20,0,12.18,81
Pasto,2017,9,2,21,0,12.38,78
Pasto,2017,9,2,22,0,12.28,78
Pasto,2017,9,2,23,0,12.46,81
Pasto,2017,9,3,0,0,12.71,81
Pasto,2017,9,3,1,0,12.26,82
Pasto,2017,9,3,2,0,11.94,82
Pasto,2017,9,3,3,0,11.17,81
Pasto,2017,9,3,4,0,11.18,76
Pasto,2017,9,3,5,0,11.15,75
Pasto,2017,9,3,6,0,10.91,78
Pasto,2017,9,3,7,0,12.56,77
Pasto,2017,9,3,8,0,14.71,66
Pasto,2017,9,3,9,0,15.84,60
Pasto,2017,9,3,10,0,16.5,60
Pasto,2017,9,3,11,0,17.08,58
Pasto,2017,9,3,12,0,18.13,54
Pasto,2017,9,3,13,0,18.5,50
Pasto,2017,9,3,14,0,18.25,52
Pasto,2017,9,3,15,0,17.09,58
Pasto,2017,9,3,16,0,16.38,62
Pasto,2017,9,3,17,0,15.36,61
Pasto,2017,9,3,18,0,13.05,66
Pasto,2017,9,3,19,0,10.81,69
Pasto,2017,9,3,20,0,10.83,69
Pasto,2017,9,3,21,0,10.64,80
Pasto,2017,9,3,22,0,10.23,84
Pasto,2017,9,3,23,0,9.67,88
Pasto,2017,9,4,0,0,9.09,89
Pasto,2017,9,4,1,0,9.07,90
Pasto,2017,9,4,2,0,9.26,91
Pasto,2017,9,4,3,0,9.33,92
Pasto,2017,9,4,4,0,9.34,93
Pasto,2017,9,4,5,0,9.01,92
Pasto,2017,9,4,6,0,8.68,91
Pasto,2017,9,4,7,0,11.65,63
Pasto,2017,9,4,8,0,14.69,52
Pasto,2017,9,4,9,0,16.63,48
Pasto,2017,9,4,10,0,17.97,47
Pasto,2017,9,4,11,0,18.91,47
Pasto,2017,9,4,12,0,19.4,47
Pasto,2017,9,4,13,0,19.53,46
Pasto,2017,9,4,14,0,19.29,45
Pasto,2017,9,4,15,0,19.02,43
Pasto,2017,9,4,16,0,18.38,44
Pasto,2017,9,4,17,0,17.16,44
Pasto,2017,9,4,18,0,14.12,55
Pasto,2017,9,4,19,0,11.75,66
Pasto,2017,9,4,20,0,10.74,72
Pasto,2017,9,4,21,0,10.27,74
Pasto,2017,9,4,22,0,10.13,74
Pasto,2017,9,4,23,0,10.19,78
Pasto,2017,9,5,0,0,9.57,82
Pasto,2017,9,5,1,0,9.13,78
Pasto,2017,9,5,2,0,8.93,75
Pasto,2017,9,5,3,0,8.89,76
Pasto,2017,9,5,4,0,8.77,81
Pasto,2017,9,5,5,0,8.75,88
Pasto,2017,9,5,6,0,9.39,91
Pasto,2017,9,5,7,0,12.6,81
Pasto,2017,9,5,8,0,15.63,66
Pasto,2017,9,5,9,0,17.15,61
Pasto,2017,9,5,10,0,18.27,58
Pasto,2017,9,5,11,0,18.73,57
Pasto,2017,9,5,12,0,19.23,55
Pasto,2017,9,5,13,0,19.73,52
Pasto,2017,9,5,14,0,20.13,51
Pasto,2017,9,5,15,0,17.77,64
Pasto,2017,9,5,16,0,17,68
Pasto,2017,9,5,17,0,16.77,69
Pasto,2017,9,5,18,0,14.87,74
Pasto,2017,9,5,19,0,13.18,78
Pasto,2017,9,5,20,0,11.75,77
Pasto,2017,9,5,21,0,10.51,76
Pasto,2017,9,5,22,0,9.84,79
Pasto,2017,9,5,23,0,11,75
Pasto,2017,9,6,0,0,10.8,78
Pasto,2017,9,6,1,0,10.66,78
Pasto,2017,9,6,2,0,10.61,78
Pasto,2017,9,6,3,0,11.63,75
Pasto,2017,9,6,4,0,11.48,75
Pasto,2017,9,6,5,0,11.29,75
Pasto,2017,9,6,6,0,10.9,78
Pasto,2017,9,6,7,0,12.55,73
Pasto,2017,9,6,8,0,15.21,62
Pasto,2017,9,6,9,0,16.57,59
Pasto,2017,9,6,10,0,17.46,58
Pasto,2017,9,6,11,0,18.18,57
Pasto,2017,9,6,12,0,18.01,57
Pasto,2017,9,6,13,0,19.45,52
Pasto,2017,9,6,14,0,20.18,50
Pasto,2017,9,6,15,0,18.29,63
Pasto,2017,9,6,16,0,17.81,71
Pasto,2017,9,6,17,0,16.74,77
Pasto,2017,9,6,18,0,15.42,82
Pasto,2017,9,6,19,0,14.17,92
Popayan,2017,8,30,0,0,15.84,97
Popayan,2017,8,30,1,0,15.65,97
Popayan,2017,8,30,2,0,15.14,94
Popayan,2017,8,30,3,0,14.89,91
Popayan,2017,8,30,4,0,14.69,88
Popayan,2017,8,30,5,0,14.7,87
Popayan,2017,8,30,6,0,14.04,86
Popayan,2017,8,30,7,0,16.69,87
Popayan,2017,8,30,8,0,18.99,78
Popayan,2017,8,30,9,0,20.62,74
Popayan,2017,8,30,10,0,21.89,69
Popayan,2017,8,30,11,0,21.75,67
Popayan,2017,8,30,12,0,22.77,64
Popayan,2017,8,30,13,0,22.23,63
Popayan,2017,8,30,14,0,21.31,64
Popayan,2017,8,30,15,0,21.25,64
Popayan,2017,8,30,16,0,20.51,68
Popayan,2017,8,30,17,0,19.53,73
Popayan,2017,8,30,18,0,18.34,79
Popayan,2017,8,30,19,0,17.62,85
Popayan,2017,8,30,20,0,17.02,90
Popayan,2017,8,30,21,0,15.8,97
Popayan,2017,8,30,22,0,16.05,96
Popayan,2017,8,30,23,0,15.95,96
Popayan,2017,8,31,0,0,15.43,96
Popayan,2017,8,31,1,0,15.02,97
Popayan,2017,8,31,2,0,14.73,97
Popayan,2017,8,31,3,0,14.72,95
Popayan,2017,8,31,4,0,14.77,92
Popayan,2017,8,31,5,0,14.67,91
Popayan,2017,8,31,6,0,14.47,91
Popayan,2017,8,31,7,0,13.91,76
Popayan,2017,8,31,8,0,19.13,67
Popayan,2017,8,31,9,0,22.38,53
Popayan,2017,8,31,10,0,24.25,47
Popayan,2017,8,31,11,0,25.14,46
Popayan,2017,8,31,12,0,25.9,43
Popayan,2017,8,31,13,0,26.11,40
Popayan,2017,8,31,14,0,25.73,40
Popayan,2017,8,31,15,0,25.14,40
Popayan,2017,8,31,16,0,24.49,39
Popayan,2017,8,31,17,0,23.54,40
Popayan,2017,8,31,18,0,21.55,48
Popayan,2017,8,31,19,0,18.9,64
Popayan,2017,8,31,20,0,17.1,79
Popayan,2017,8,31,21,0,16.62,84
Popayan,2017,8,31,22,0,16.9,88
Popayan,2017,8,31,23,0,16.62,91
Popayan,2017,9,1,0,0,16.31,93
Popayan,2017,9,1,1,0,16.01,96
Popayan,2017,9,1,2,0,15.84,96
Popayan,2017,9,1,3,0,15.58,96
Popayan,2017,9,1,4,0,15.32,96
Popayan,2017,9,1,5,0,15.08,96
Popayan,2017,9,1,6,0,14.68,96
Popayan,2017,9,1,7,0,14.86,64
Popayan,2017,9,1,8,0,18.37,63
Popayan,2017,9,1,9,0,20.05,58
Popayan,2017,9,1,10,0,21.17,58
Popayan,2017,9,1,11,0,22.47,56
Popayan,2017,9,1,12,0,23.83,54
Popayan,2017,9,1,13,0,24.78,51
Popayan,2017,9,1,14,0,25.35,48
Popayan,2017,9,1,15,0,24.27,48
Popayan,2017,9,1,16,0,23.81,49
Popayan,2017,9,1,17,0,23.57,52
Popayan,2017,9,1,18,0,20.94,67
Popayan,2017,9,1,19,0,18.93,79
Popayan,2017,9,1,20,0,18.94,82
Popayan,2017,9,1,21,0,18.55,83
Popayan,2017,9,1,22,0,17.97,83
Popayan,2017,9,1,23,0,16.42,88
Popayan,2017,9,2,0,0,15.54,89
Popayan,2017,9,2,1,0,15.07,89
Popayan,2017,9,2,2,0,15.04,86
Popayan,2017,9,2,3,0,15.46,85
Popayan,2017,9,2,4,0,15.42,85
Popayan,2017,9,2,5,0,15.18,86
Popayan,2017,9,2,6,0,14.21,87
Popayan,2017,9,2,7,0,14.86,71
Popayan,2017,9,2,8,0,17.71,72
Popayan,2017,9,2,9,0,19.34,75
Popayan,2017,9,2,10,0,21.01,72
Popayan,2017,9,2,11,0,22.22,67
Popayan,2017,9,2,12,0,23.32,60
Popayan,2017,9,2,13,0,21.88,62
Popayan,2017,9,2,14,0,21.98,61
Popayan,2017,9,2,15,0,21.42,65
Popayan,2017,9,2,16,0,20.23,72
Popayan,2017,9,2,17,0,19.25,78
Popayan,2017,9,2,18,0,17.84,85
Popayan,2017,9,2,19,0,17.1,91
Popayan,2017,9,2,20,0,16.67,95
Popayan,2017,9,2,21,0,16.55,97
Popayan,2017,9,2,22,0,16.53,97
Popayan,2017,9,2,23,0,16.29,97
Popayan,2017,9,3,0,0,15.97,97
Popayan,2017,9,3,1,0,15.64,97
Popayan,2017,9,3,2,0,15.41,96
Popayan,2017,9,3,3,0,15.24,94
Popayan,2017,9,3,4,0,15.12,93
Popayan,2017,9,3,5,0,14.24,93
Popayan,2017,9,3,6,0,13.83,89
Popayan,2017,9,3,7,0,14.83,67
Popayan,2017,9,3,8,0,18.81,62
Popayan,2017,9,3,9,0,20.93,59
Popayan,2017,9,3,10,0,22.95,56
Popayan,2017,9,3,11,0,24.82,47
Popayan,2017,9,3,12,0,26.07,39
Popayan,2017,9,3,13,0,26.54,37
Popayan,2017,9,3,14,0,26.47,37
Popayan,2017,9,3,15,0,26.02,37
Popayan,2017,9,3,16,0,25.34,38
Popayan,2017,9,3,17,0,24.15,41
Popayan,2017,9,3,18,0,21.35,58
Popayan,2017,9,3,19,0,19.36,77
Popayan,2017,9,3,20,0,18.25,89
Popayan,2017,9,3,21,0,17.56,89
Popayan,2017,9,3,22,0,17.03,88
Popayan,2017,9,3,23,0,16.25,86
Popayan,2017,9,4,0,0,15.42,85
Popayan,2017,9,4,1,0,14.26,86
Popayan,2017,9,4,2,0,13.85,82
Popayan,2017,9,4,3,0,13.6,79
Popayan,2017,9,4,4,0,13.56,77
Popayan,2017,9,4,5,0,13.47,78
Popayan,2017,9,4,6,0,13.12,79
Popayan,2017,9,4,7,0,13.66,62
Popayan,2017,9,4,8,0,17.16,65
Popayan,2017,9,4,9,0,18.66,70
Popayan,2017,9,4,10,0,20.6,69
Popayan,2017,9,4,11,0,22.29,64
Popayan,2017,9,4,12,0,23.02,62
Popayan,2017,9,4,13,0,22.6,63
Popayan,2017,9,4,14,0,24.19,57
Popayan,2017,9,4,15,0,22.98,58
Popayan,2017,9,4,16,0,22.35,58
Popayan,2017,9,4,17,0,21.84,59
Popayan,2017,9,4,18,0,19.9,64
Popayan,2017,9,4,19,0,18.58,69
Popayan,2017,9,4,20,0,18.22,75
Popayan,2017,9,4,21,0,17.61,81
Popayan,2017,9,4,22,0,17.24,83
Popayan,2017,9,4,23,0,16.81,82
Popayan,2017,9,5,0,0,16.36,82
Popayan,2017,9,5,1,0,15.81,83
Popayan,2017,9,5,2,0,15.55,80
Popayan,2017,9,5,3,0,15.03,78
Popayan,2017,9,5,4,0,14.34,77
Popayan,2017,9,5,5,0,13.68,77
Popayan,2017,9,5,6,0,13.09,77
Popayan,2017,9,5,7,0,13.77,78
Popayan,2017,9,5,8,0,15.05,86
Popayan,2017,9,5,9,0,16.45,89
Popayan,2017,9,5,10,0,19.01,79
Popayan,2017,9,5,11,0,21.63,65
Popayan,2017,9,5,12,0,23.92,55
Popayan,2017,9,5,13,0,22.52,58
Popayan,2017,9,5,14,0,21.94,61
Popayan,2017,9,5,15,0,21,67
Popayan,2017,9,5,16,0,20.13,71
Popayan,2017,9,5,17,0,19.41,75
Popayan,2017,9,5,18,0,18.47,80
Popayan,2017,9,5,19,0,17.95,83
Popayan,2017,9,5,20,0,17.37,89
Popayan,2017,9,5,21,0,16.78,94
Popayan,2017,9,5,22,0,16.58,97
Popayan,2017,9,5,23,0,16.42,96
Popayan,2017,9,6,0,0,16.15,94
Popayan,2017,9,6,1,0,15.8,94
Popayan,2017,9,6,2,0,15.31,94
Popayan,2017,9,6,3,0,15.05,94
Popayan,2017,9,6,4,0,14.18,92
Popayan,2017,9,6,5,0,13.63,87
Popayan,2017,9,6,6,0,13.18,81
Popayan,2017,9,6,7,0,14.71,77
Popayan,2017,9,6,8,0,16.94,79
Popayan,2017,9,6,9,0,18.38,80
Popayan,2017,9,6,10,0,20.26,71
Popayan,2017,9,6,11,0,22.53,60
Popayan,2017,9,6,12,0,23.87,54
Popayan,2017,9,6,13,0,23.35,54
Popayan,2017,9,6,14,0,22.56,57
Popayan,2017,9,6,15,0,22.11,61
Popayan,2017,9,6,16,0,21.17,67
Popayan,2017,9,6,17,0,20.23,72
Popayan,2017,9,6,18,0,18.75,80
Popayan,2017,9,6,19,0,18,85
